DATETIME,RECIPE,ANGLE,RESULT,MOVEMENT_HEAD1_X,MOVEMENT_HEAD2_X,MOVEMENT_HEAD3_X,MOVEMENT_HEAD4_X,MOVEMENT_Y,MOVEMENT_T,HEAD1_RESULT,HEAD1_PIXEL_X,HEAD1_PIXEL_Y,HEAD1_FILE,HEAD2_RESULT,HEAD2_PIXEL_X,HEAD2_PIXEL_Y,HEAD2_FILE,HEAD3_RESULT,HEAD3_PIXEL_X,HEAD3_PIXEL_Y,HEAD3_FILE,HEAD4_RESULT,HEAD4_PIXEL_X,HEAD4_PIXEL_Y,HEAD4_FILE
STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING
2017.01.20 08:04:00 023,TFT_SIDE5.46,90,OK,-0.0025,-0.0029,-0.0057,-0.0009,0,0,True,640.67387660887,480.348362259948,.\Image\Alignment\2017\01\20\08.04.00 023\Head1.jpg,True,640.767510539613,480.843453674542,.\Image\Alignment\2017\01\20\08.04.00 023\Head2.jpg,True,641.518574692499,480.44054048339,.\Image\Alignment\2017\01\20\08.04.00 023\Head3.jpg,True,640.24765336219,480.235366285472,.\Image\Alignment\2017\01\20\08.04.00 023\Head4.jpg
2017.01.20 08:07:48 348,TFT_SIDE5.46,0,RETRY,-0.4316,-0.5119,-0.645,-0.5114,0.1198,0.0219,True,793.970857917525,543.662145482339,.\Image\Alignment\2017\01\20\08.07.48 348\Head1.jpg,True,794.872495327938,516.774412324717,.\Image\Alignment\2017\01\20\08.07.48 348\Head2.jpg,True,829.996833264031,507.128045506864,.\Image\Alignment\2017\01\20\08.07.48 348\Head3.jpg,True,814.65633831993,480.868491018906,.\Image\Alignment\2017\01\20\08.07.48 348\Head4.jpg
2017.01.20 08:07:50 230,TFT_SIDE5.46,0,RETRY,-0.0147,0.0582,0.0586,-0.0152,-0.0115,-0.00264,True,639.273713288311,473.107130814817,.\Image\Alignment\2017\01\20\08.07.50 230\Head1.jpg,True,619.68208545615,476.588184898188,.\Image\Alignment\2017\01\20\08.07.50 230\Head2.jpg,True,619.61562379497,479.165249399039,.\Image\Alignment\2017\01\20\08.07.50 230\Head3.jpg,True,639.403281153119,480.766591965886,.\Image\Alignment\2017\01\20\08.07.50 230\Head4.jpg
2017.01.20 08:07:51 989,TFT_SIDE5.46,0,RETRY,-0.0049,0.0019,-0.0011,-0.0046,0.004,-0.00048,True,640.454335740822,480.363027095656,.\Image\Alignment\2017\01\20\08.07.51 989\Head1.jpg,True,639.702802461909,480.819500189984,.\Image\Alignment\2017\01\20\08.07.51 989\Head2.jpg,True,640.489910940432,480.709129192137,.\Image\Alignment\2017\01\20\08.07.51 989\Head3.jpg,True,640.370032947056,481.750200585275,.\Image\Alignment\2017\01\20\08.07.51 989\Head4.jpg
2017.01.20 08:07:53 857,TFT_SIDE5.46,0,RETRY,0.0069,0.0011,0.0031,0.0065,-0.0051,0.00079,True,639.560400489369,479.78637100988,.\Image\Alignment\2017\01\20\08.07.53 857\Head1.jpg,True,641.048849513231,480.065636903431,.\Image\Alignment\2017\01\20\08.07.53 857\Head2.jpg,True,640.539843947173,479.328731299579,.\Image\Alignment\2017\01\20\08.07.53 857\Head3.jpg,True,639.663887381613,477.493636305059,.\Image\Alignment\2017\01\20\08.07.53 857\Head4.jpg
2017.01.20 08:07:55 603,TFT_SIDE5.46,0,OK,0.0004,0.0021,0.0035,0.0019,0,0,True,639.898571145524,479.848234006848,.\Image\Alignment\2017\01\20\08.07.55 603\Head1.jpg,True,639.43484509537,480.921073710507,.\Image\Alignment\2017\01\20\08.07.55 603\Head2.jpg,True,639.078296463558,480.86377657241,.\Image\Alignment\2017\01\20\08.07.55 603\Head3.jpg,True,639.500443530319,479.890857864667,.\Image\Alignment\2017\01\20\08.07.55 603\Head4.jpg
2017.01.20 08:08:14 281,TFT_SIDE5.46,90,RETRY,-0.1059,-0.1248,-0.253,-0.1807,0.1759,0.00799,True,679.904226477144,540.273904820688,.\Image\Alignment\2017\01\20\08.08.14 281\Head1.jpg,True,681.477297787269,533.7534427819,.\Image\Alignment\2017\01\20\08.08.14 281\Head2.jpg,True,715.308220564963,526.40567080405,.\Image\Alignment\2017\01\20\08.08.14 281\Head3.jpg,True,699.474083307758,517.902148163646,.\Image\Alignment\2017\01\20\08.08.14 281\Head4.jpg
2017.01.20 08:08:16 122,TFT_SIDE5.46,90,RETRY,-0.001,0.0157,0.0148,-0.0001,0.0129,-0.00025,True,639.915208260557,483.014008640334,.\Image\Alignment\2017\01\20\08.08.16 122\Head1.jpg,True,636.398895781124,484.156710055576,.\Image\Alignment\2017\01\20\08.08.16 122\Head2.jpg,True,636.645280149224,483.611460309655,.\Image\Alignment\2017\01\20\08.08.16 122\Head3.jpg,True,639.634152451017,483.707318934113,.\Image\Alignment\2017\01\20\08.08.16 122\Head4.jpg
2017.01.20 08:08:17 908,TFT_SIDE5.46,90,OK,0.001,-0.0032,-0.0035,0.001,0,0,True,639.729586148772,479.624280635856,.\Image\Alignment\2017\01\20\08.08.17 908\Head1.jpg,True,640.865195395806,480.66452474999,.\Image\Alignment\2017\01\20\08.08.17 908\Head2.jpg,True,640.935270394596,479.963249583898,.\Image\Alignment\2017\01\20\08.08.17 908\Head3.jpg,True,639.725064690914,479.679618330087,.\Image\Alignment\2017\01\20\08.08.17 908\Head4.jpg
2017.01.20 08:12:01 075,TFT_SIDE5.46,0,RETRY,-0.251,-0.2402,-0.3725,-0.333,0.1924,0.02223,True,746.325263869746,563.541998825197,.\Image\Alignment\2017\01\20\08.12.01 075\Head1.jpg,True,747.760581039244,543.988517906821,.\Image\Alignment\2017\01\20\08.12.01 075\Head2.jpg,True,782.649275209053,520.485428634244,.\Image\Alignment\2017\01\20\08.12.01 075\Head3.jpg,True,767.668718164507,499.486635156802,.\Image\Alignment\2017\01\20\08.12.01 075\Head4.jpg
2017.01.20 08:12:02 916,TFT_SIDE5.46,0,RETRY,0.011,-0.0085,-0.0079,0.0115,-0.0101,0.00141,True,639.554042229481,479.348364260795,.\Image\Alignment\2017\01\20\08.12.02 916\Head1.jpg,True,644.254724807176,478.622004094956,.\Image\Alignment\2017\01\20\08.12.02 916\Head2.jpg,True,644.122512682506,477.538955087529,.\Image\Alignment\2017\01\20\08.12.02 916\Head3.jpg,True,639.434523057851,475.259968762298,.\Image\Alignment\2017\01\20\08.12.02 916\Head4.jpg
2017.01.20 08:12:04 661,TFT_SIDE5.46,0,RETRY,-0.0023,-0.0013,-0.0026,-0.0019,0.001,-0.00016,True,640.324052017494,480.024012895367,.\Image\Alignment\2017\01\20\08.12.04 661\Head1.jpg,True,639.738303844017,480.914151929609,.\Image\Alignment\2017\01\20\08.12.04 661\Head2.jpg,True,640.069141574731,481.249051047814,.\Image\Alignment\2017\01\20\08.12.04 661\Head3.jpg,True,640.221499763581,480.490069142664,.\Image\Alignment\2017\01\20\08.12.04 661\Head4.jpg
2017.01.20 08:12:06 393,TFT_SIDE5.46,0,OK,0.0006,0.0013,0.0024,0.0009,0,0,True,639.850642168438,480.302259002493,.\Image\Alignment\2017\01\20\08.12.06 393\Head1.jpg,True,639.650645270847,480.682760291122,.\Image\Alignment\2017\01\20\08.12.06 393\Head2.jpg,True,639.352072155206,481.165620026016,.\Image\Alignment\2017\01\20\08.12.06 393\Head3.jpg,True,639.761503302375,480.240584776023,.\Image\Alignment\2017\01\20\08.12.06 393\Head4.jpg
2017.01.20 08:12:25 074,TFT_SIDE5.46,90,RETRY,-0.171,-0.2261,-0.3534,-0.2519,0.3683,0.01316,True,704.812979336095,600.270650327689,.\Image\Alignment\2017\01\20\08.12.25 074\Head1.jpg,True,707.721602215687,586.017388384766,.\Image\Alignment\2017\01\20\08.12.25 074\Head2.jpg,True,741.077508684099,579.387712376031,.\Image\Alignment\2017\01\20\08.12.25 074\Head3.jpg,True,725.709183621952,563.266391984799,.\Image\Alignment\2017\01\20\08.12.25 074\Head4.jpg
2017.01.20 08:12:26 956,TFT_SIDE5.46,90,RETRY,-0.0041,0.0478,0.0446,-0.0023,0.0269,-0.00115,True,639.418790209893,485.244151827889,.\Image\Alignment\2017\01\20\08.12.26 956\Head1.jpg,True,627.444302630689,487.88917959881,.\Image\Alignment\2017\01\20\08.12.26 956\Head2.jpg,True,628.281596710682,487.708083437431,.\Image\Alignment\2017\01\20\08.12.26 956\Head3.jpg,True,638.91851317491,488.460926703166,.\Image\Alignment\2017\01\20\08.12.26 956\Head4.jpg
2017.01.20 08:12:28 647,TFT_SIDE5.46,90,OK,0.0002,-0.0084,-0.0066,-0.0001,0,0,True,639.943640636339,479.405001470266,.\Image\Alignment\2017\01\20\08.12.28 647\Head1.jpg,True,642.252891009437,480.818229523079,.\Image\Alignment\2017\01\20\08.12.28 647\Head2.jpg,True,641.754562547642,480.074485455712,.\Image\Alignment\2017\01\20\08.12.28 647\Head3.jpg,True,640.030361820444,479.160948769345,.\Image\Alignment\2017\01\20\08.12.28 647\Head4.jpg
2017.01.20 08:16:08 981,TFT_SIDE5.46,0,RETRY,-0.3056,-0.2967,-0.4296,-0.3862,0.2271,0.01689,True,751.4681759481,565.026174866685,.\Image\Alignment\2017\01\20\08.16.08 981\Head1.jpg,True,752.540408879386,547.07220834454,.\Image\Alignment\2017\01\20\08.16.08 981\Head2.jpg,True,787.542840554388,529.176780773905,.\Image\Alignment\2017\01\20\08.16.08 981\Head3.jpg,True,772.347453739787,516.454040029933,.\Image\Alignment\2017\01\20\08.16.08 981\Head4.jpg
2017.01.20 08:16:10 794,TFT_SIDE5.46,0,RETRY,0.0137,-0.0027,-0.0028,0.0141,-0.0051,0.00219,True,640.227086139549,481.814222035282,.\Image\Alignment\2017\01\20\08.16.10 794\Head1.jpg,True,644.435902139152,480.206440137658,.\Image\Alignment\2017\01\20\08.16.10 794\Head2.jpg,True,644.45784465159,478.193854829447,.\Image\Alignment\2017\01\20\08.16.10 794\Head3.jpg,True,640.117317045514,475.453631326417,.\Image\Alignment\2017\01\20\08.16.10 794\Head4.jpg
2017.01.20 08:16:12 511,TFT_SIDE5.46,0,OK,0.001,0.0008,0.0011,0.0004,0,0,True,639.727055411112,480.013598666335,.\Image\Alignment\2017\01\20\08.16.12 511\Head1.jpg,True,639.779543015858,480.616130576767,.\Image\Alignment\2017\01\20\08.16.12 511\Head2.jpg,True,639.699550435027,480.860047434819,.\Image\Alignment\2017\01\20\08.16.12 511\Head3.jpg,True,639.880004403676,479.986954976075,.\Image\Alignment\2017\01\20\08.16.12 511\Head4.jpg
2017.01.20 08:16:31 193,TFT_SIDE5.46,90,RETRY,-0.2148,-0.2486,-0.3768,-0.291,0.3268,0.00797,True,708.993730221275,580.524025139448,.\Image\Alignment\2017\01\20\08.16.31 193\Head1.jpg,True,711.178983409276,571.991464695723,.\Image\Alignment\2017\01\20\08.16.31 193\Head2.jpg,True,744.839127936427,567.679895773054,.\Image\Alignment\2017\01\20\08.16.31 193\Head3.jpg,True,728.630284043357,558.177542083604,.\Image\Alignment\2017\01\20\08.16.31 193\Head4.jpg
2017.01.20 08:16:33 062,TFT_SIDE5.46,90,RETRY,-0.0014,0.029,0.0273,-0.0016,0.0189,-0.00071,True,639.354728294655,483.8485883698,.\Image\Alignment\2017\01\20\08.16.33 062\Head1.jpg,True,632.328217409685,485.675010738092,.\Image\Alignment\2017\01\20\08.16.33 062\Head2.jpg,True,632.775979430562,485.612616063422,.\Image\Alignment\2017\01\20\08.16.33 062\Head3.jpg,True,639.383358030691,485.830704541338,.\Image\Alignment\2017\01\20\08.16.33 062\Head4.jpg
2017.01.20 08:16:34 807,TFT_SIDE5.46,90,RETRY,-0.0002,-0.0028,-0.0024,-0.0001,-0.002,0.00012,True,640.222762322788,479.652824527952,.\Image\Alignment\2017\01\20\08.16.34 807\Head1.jpg,True,641.438271854777,480.712753411353,.\Image\Alignment\2017\01\20\08.16.34 807\Head2.jpg,True,641.333281476695,480.078199599674,.\Image\Alignment\2017\01\20\08.16.34 807\Head3.jpg,True,640.18602829539,479.330557678469,.\Image\Alignment\2017\01\20\08.16.34 807\Head4.jpg
2017.01.20 08:16:36 553,TFT_SIDE5.46,90,OK,0.0015,-0.0018,-0.0011,0.001,0,0,True,639.603648380102,480.10227341209,.\Image\Alignment\2017\01\20\08.16.36 553\Head1.jpg,True,640.480858442488,481.247532433344,.\Image\Alignment\2017\01\20\08.16.36 553\Head2.jpg,True,640.290092298995,480.550492551123,.\Image\Alignment\2017\01\20\08.16.36 553\Head3.jpg,True,639.732349373493,480.003808268465,.\Image\Alignment\2017\01\20\08.16.36 553\Head4.jpg
2017.01.20 08:21:16 844,TFT_SIDE5.46,0,RETRY,-0.2841,-0.3335,-0.4668,-0.3665,0.1579,0.01951,True,750.367608366923,550.386838001106,.\Image\Alignment\2017\01\20\08.21.16 844\Head1.jpg,True,752.016520022202,524.853443356192,.\Image\Alignment\2017\01\20\08.21.16 844\Head2.jpg,True,787.201909672053,512.58063291408,.\Image\Alignment\2017\01\20\08.21.16 844\Head3.jpg,True,771.840985216822,494.270907776389,.\Image\Alignment\2017\01\20\08.21.16 844\Head4.jpg
2017.01.20 08:21:18 738,TFT_SIDE5.46,0,RETRY,-0.0212,0.0197,0.0214,-0.0201,-0.0108,-0.00301,True,640.349241262985,472.769973046569,.\Image\Alignment\2017\01\20\08.21.18 738\Head1.jpg,True,629.289306355451,476.551078951536,.\Image\Alignment\2017\01\20\08.21.18 738\Head2.jpg,True,628.874839324311,479.500862015655,.\Image\Alignment\2017\01\20\08.21.18 738\Head3.jpg,True,640.040612356775,481.510497755765,.\Image\Alignment\2017\01\20\08.21.18 738\Head4.jpg
2017.01.20 08:21:20 592,TFT_SIDE5.46,0,RETRY,-0.0011,0.0006,-0.0004,0.0029,0.0023,0.00039,True,640.988558160077,481.184210366593,.\Image\Alignment\2017\01\20\08.21.20 592\Head1.jpg,True,640.327811220271,481.365970810861,.\Image\Alignment\2017\01\20\08.21.20 592\Head2.jpg,True,640.598179179109,481.097867967228,.\Image\Alignment\2017\01\20\08.21.20 592\Head3.jpg,True,639.914002410581,480.047511020854,.\Image\Alignment\2017\01\20\08.21.20 592\Head4.jpg
2017.01.20 08:21:22 351,TFT_SIDE5.46,0,RETRY,-0.0018,-0.0028,-0.002,-0.0031,0.0001,-0.00022,True,640.088917177585,479.694374792842,.\Image\Alignment\2017\01\20\08.21.22 351\Head1.jpg,True,640.036773413531,480.681881702943,.\Image\Alignment\2017\01\20\08.21.22 351\Head2.jpg,True,639.813435134126,481.071619607242,.\Image\Alignment\2017\01\20\08.21.22 351\Head3.jpg,True,640.432828786447,480.33758812637,.\Image\Alignment\2017\01\20\08.21.22 351\Head4.jpg
2017.01.20 08:21:24 096,TFT_SIDE5.46,0,RETRY,0.0012,-0.0009,-0.002,0.001,-0.0018,0.00011,True,639.878311137563,479.661023278763,.\Image\Alignment\2017\01\20\08.21.24 096\Head1.jpg,True,639.590704192277,480.367316633564,.\Image\Alignment\2017\01\20\08.21.24 096\Head2.jpg,True,639.889559815462,480.717923714764,.\Image\Alignment\2017\01\20\08.21.24 096\Head3.jpg,True,639.911521439691,479.356623924001,.\Image\Alignment\2017\01\20\08.21.24 096\Head4.jpg
2017.01.20 08:21:25 829,TFT_SIDE5.46,0,OK,0.0001,0.0023,0.0041,-0.0004,0,0,True,639.973051874641,480.093821667017,.\Image\Alignment\2017\01\20\08.21.25 829\Head1.jpg,True,639.384683472302,480.787656282862,.\Image\Alignment\2017\01\20\08.21.25 829\Head2.jpg,True,638.913811187315,481.203794251892,.\Image\Alignment\2017\01\20\08.21.25 829\Head3.jpg,True,640.096511488088,480.207468637685,.\Image\Alignment\2017\01\20\08.21.25 829\Head4.jpg
2017.01.20 08:21:44 562,TFT_SIDE5.46,90,RETRY,-0.142,-0.1669,-0.2984,-0.2212,0.3146,0.00523,True,685.568255103653,572.69137676379,.\Image\Alignment\2017\01\20\08.21.44 562\Head1.jpg,True,687.610495685618,567.396879731991,.\Image\Alignment\2017\01\20\08.21.44 562\Head2.jpg,True,722.164153339139,564.712785195807,.\Image\Alignment\2017\01\20\08.21.44 562\Head3.jpg,True,706.106385130896,557.949943833395,.\Image\Alignment\2017\01\20\08.21.44 562\Head4.jpg
2017.01.20 08:21:46 431,TFT_SIDE5.46,90,RETRY,0.0003,0.0144,0.0201,0.0031,0.0129,-0.00034,True,639.425961220544,482.873599313724,.\Image\Alignment\2017\01\20\08.21.46 431\Head1.jpg,True,636.466354520651,483.85459112282,.\Image\Alignment\2017\01\20\08.21.46 431\Head2.jpg,True,634.938950071524,483.560261449508,.\Image\Alignment\2017\01\20\08.21.46 431\Head3.jpg,True,638.663593415616,483.815104521128,.\Image\Alignment\2017\01\20\08.21.46 431\Head4.jpg
2017.01.20 08:21:48 205,TFT_SIDE5.46,90,OK,-0.0016,0.0018,-0.0031,-0.0021,0,0,True,640.424393957006,479.995456731655,.\Image\Alignment\2017\01\20\08.21.48 205\Head1.jpg,True,639.532120380745,480.488902841177,.\Image\Alignment\2017\01\20\08.21.48 205\Head2.jpg,True,640.839860990779,480.046044402259,.\Image\Alignment\2017\01\20\08.21.48 205\Head3.jpg,True,640.553476401238,479.810075746824,.\Image\Alignment\2017\01\20\08.21.48 205\Head4.jpg
2017.01.20 08:25:12 164,TFT_SIDE5.46,0,RETRY,-0.3143,-0.3033,-0.4316,-0.3907,0.1003,0.01925,True,757.969051831422,534.608574765388,.\Image\Alignment\2017\01\20\08.25.12 164\Head1.jpg,True,759.279047980347,519.293513027008,.\Image\Alignment\2017\01\20\08.25.12 164\Head2.jpg,True,793.185448785507,498.691413139664,.\Image\Alignment\2017\01\20\08.25.12 164\Head3.jpg,True,777.89285285196,479.35177984031,.\Image\Alignment\2017\01\20\08.25.12 164\Head4.jpg
2017.01.20 08:25:14 018,TFT_SIDE5.46,0,RETRY,-0.0211,-0.0386,-0.0411,-0.0227,-0.002,-0.00313,True,640.115822402295,474.939860316971,.\Image\Alignment\2017\01\20\08.25.14 018\Head1.jpg,True,644.773968815166,478.924114901815,.\Image\Alignment\2017\01\20\08.25.14 018\Head2.jpg,True,645.432275576178,481.940136926029,.\Image\Alignment\2017\01\20\08.25.14 018\Head3.jpg,True,640.514770125388,484.010635593152,.\Image\Alignment\2017\01\20\08.25.14 018\Head4.jpg
2017.01.20 08:25:15 805,TFT_SIDE5.46,0,RETRY,0.0008,-0.0079,-0.0103,0.0006,-0.0004,0.00018,True,640.097987805666,480.155258611695,.\Image\Alignment\2017\01\20\08.25.15 805\Head1.jpg,True,640.38736082743,480.726813171663,.\Image\Alignment\2017\01\20\08.25.15 805\Head2.jpg,True,641.015019156439,481.660807815865,.\Image\Alignment\2017\01\20\08.25.15 805\Head3.jpg,True,640.164399544843,479.636416982116,.\Image\Alignment\2017\01\20\08.25.15 805\Head4.jpg
2017.01.20 08:25:17 564,TFT_SIDE5.46,0,RETRY,-0.0006,0.0051,0.0066,-0.0015,0.0009,-0.00018,True,639.857592394465,479.974349519573,.\Image\Alignment\2017\01\20\08.25.17 564\Head1.jpg,True,637.829673719967,480.797736076844,.\Image\Alignment\2017\01\20\08.25.17 564\Head2.jpg,True,637.436603562433,481.235573896244,.\Image\Alignment\2017\01\20\08.25.17 564\Head3.jpg,True,640.091623250404,480.488841270113,.\Image\Alignment\2017\01\20\08.25.17 564\Head4.jpg
2017.01.20 08:25:19 337,TFT_SIDE5.46,0,RETRY,0.0001,-0.0001,-0.0005,-0.0001,-0.0002,0.00014,True,640.20535014414,480.158448175896,.\Image\Alignment\2017\01\20\08.25.19 337\Head1.jpg,True,639.709192383508,480.708997299203,.\Image\Alignment\2017\01\20\08.25.19 337\Head2.jpg,True,639.812496575976,480.887841204267,.\Image\Alignment\2017\01\20\08.25.19 337\Head3.jpg,True,640.261572830893,479.759643789562,.\Image\Alignment\2017\01\20\08.25.19 337\Head4.jpg
2017.01.20 08:25:21 055,TFT_SIDE5.46,0,OK,-0.0003,0.0019,0.0025,-0.0012,0,0,True,640.069513831911,479.895738241814,.\Image\Alignment\2017\01\20\08.25.21 055\Head1.jpg,True,639.497350429233,480.561432438605,.\Image\Alignment\2017\01\20\08.25.21 055\Head2.jpg,True,639.333540693333,480.906803975353,.\Image\Alignment\2017\01\20\08.25.21 055\Head3.jpg,True,640.307170607096,479.984821993483,.\Image\Alignment\2017\01\20\08.25.21 055\Head4.jpg
2017.01.20 08:25:39 761,TFT_SIDE5.46,90,RETRY,-0.091,-0.1104,-0.2387,-0.1678,0.29,0.00501,True,671.619876113702,565.764816891132,.\Image\Alignment\2017\01\20\08.25.39 761\Head1.jpg,True,674.013299073697,560.806642982263,.\Image\Alignment\2017\01\20\08.25.39 761\Head2.jpg,True,707.754486229234,556.763612869621,.\Image\Alignment\2017\01\20\08.25.39 761\Head3.jpg,True,691.583147813204,551.61073330647,.\Image\Alignment\2017\01\20\08.25.39 761\Head4.jpg
2017.01.20 08:25:41 642,TFT_SIDE5.46,90,RETRY,-0.0024,0.0125,0.0132,-0.0024,0.0115,-0.00074,True,639.564221791587,481.818521229916,.\Image\Alignment\2017\01\20\08.25.41 642\Head1.jpg,True,636.804324590152,483.456975819738,.\Image\Alignment\2017\01\20\08.25.41 642\Head2.jpg,True,636.617239257485,483.3201662821,.\Image\Alignment\2017\01\20\08.25.41 642\Head3.jpg,True,639.548720306726,483.901563430636,.\Image\Alignment\2017\01\20\08.25.41 642\Head4.jpg
2017.01.20 08:25:43 360,TFT_SIDE5.46,90,OK,-0.0007,-0.0056,-0.0065,-0.0013,0,0,True,640.176176095455,479.734924666607,.\Image\Alignment\2017\01\20\08.25.43 360\Head1.jpg,True,641.483947624265,480.387697358536,.\Image\Alignment\2017\01\20\08.25.43 360\Head2.jpg,True,641.729476767345,479.959122867503,.\Image\Alignment\2017\01\20\08.25.43 360\Head3.jpg,True,640.336631468977,479.531189934751,.\Image\Alignment\2017\01\20\08.25.43 360\Head4.jpg
2017.01.20 08:29:22 456,TFT_SIDE5.46,0,RETRY,-0.239,-0.1088,-0.2414,-0.3159,0.0196,0.02966,True,756.237307213823,528.18345946439,.\Image\Alignment\2017\01\20\08.29.22 456\Head1.jpg,True,756.76583623185,506.058648863585,.\Image\Alignment\2017\01\20\08.29.22 456\Head2.jpg,True,791.964989116524,458.607017245052,.\Image\Alignment\2017\01\20\08.29.22 456\Head3.jpg,True,776.473202189193,442.797984326546,.\Image\Alignment\2017\01\20\08.29.22 456\Head4.jpg
2017.01.20 08:29:24 337,TFT_SIDE5.46,0,RETRY,-0.0488,-0.1931,-0.1927,-0.0529,0.0312,-0.0079,True,639.071625453853,476.892813774955,.\Image\Alignment\2017\01\20\08.29.24 337\Head1.jpg,True,675.799465503248,484.740532567433,.\Image\Alignment\2017\01\20\08.29.24 337\Head2.jpg,True,675.626168428631,493.33695112772,.\Image\Alignment\2017\01\20\08.29.24 337\Head3.jpg,True,640.078026620571,499.777465526625,.\Image\Alignment\2017\01\20\08.29.24 337\Head4.jpg
2017.01.20 08:29:26 288,TFT_SIDE5.46,0,RETRY,0.0002,0.0054,0.0023,-0.0012,0.0019,0.00011,True,640.143383577511,480.672132905529,.\Image\Alignment\2017\01\20\08.29.26 288\Head1.jpg,True,638.380600979148,480.906034958733,.\Image\Alignment\2017\01\20\08.29.26 288\Head2.jpg,True,639.18720966523,481.008205770178,.\Image\Alignment\2017\01\20\08.29.26 288\Head3.jpg,True,640.516119340406,480.347133668627,.\Image\Alignment\2017\01\20\08.29.26 288\Head4.jpg
2017.01.20 08:29:28 088,TFT_SIDE5.46,0,RETRY,-0.0004,-0.0017,0.0001,-0.0005,-0.0003,0.00014,True,640.347985975736,480.117790672492,.\Image\Alignment\2017\01\20\08.29.28 088\Head1.jpg,True,640.037602346715,480.542082809878,.\Image\Alignment\2017\01\20\08.29.28 088\Head2.jpg,True,639.559849657251,480.767059732071,.\Image\Alignment\2017\01\20\08.29.28 088\Head3.jpg,True,640.371061551069,479.715224602948,.\Image\Alignment\2017\01\20\08.29.28 088\Head4.jpg
2017.01.20 08:29:29 807,TFT_SIDE5.46,0,OK,0.0001,0.0024,0.0032,0.0009,0,0,True,639.983324121984,480.031456488779,.\Image\Alignment\2017\01\20\08.29.29 807\Head1.jpg,True,639.349218533774,480.658058275049,.\Image\Alignment\2017\01\20\08.29.29 807\Head2.jpg,True,639.147446647069,481.066668321191,.\Image\Alignment\2017\01\20\08.29.29 807\Head3.jpg,True,639.760052126587,480.207315490231,.\Image\Alignment\2017\01\20\08.29.29 807\Head4.jpg
2017.01.20 08:29:50 834,TFT_SIDE5.46,90,RETRY,-0.0349,-0.0775,-0.2049,-0.1142,0.3263,0.0126,True,667.656271396865,588.157644252372,.\Image\Alignment\2017\01\20\08.29.50 834\Head1.jpg,True,670.538511526678,575.963776968262,.\Image\Alignment\2017\01\20\08.29.50 834\Head2.jpg,True,703.98493075319,567.104596264702,.\Image\Alignment\2017\01\20\08.29.50 834\Head3.jpg,True,688.284762436525,552.574820809489,.\Image\Alignment\2017\01\20\08.29.50 834\Head4.jpg
2017.01.20 08:29:52 742,TFT_SIDE5.46,90,RETRY,-0.0113,0.0322,0.0299,-0.0103,0.0262,-0.00234,True,639.63030824327,483.078257723059,.\Image\Alignment\2017\01\20\08.29.52 742\Head1.jpg,True,630.631256010779,486.873300479194,.\Image\Alignment\2017\01\20\08.29.52 742\Head2.jpg,True,631.217806298296,487.581927288438,.\Image\Alignment\2017\01\20\08.29.52 742\Head3.jpg,True,639.315380054587,489.643097057711,.\Image\Alignment\2017\01\20\08.29.52 742\Head4.jpg
2017.01.20 08:29:54 489,TFT_SIDE5.46,90,OK,0.0009,-0.0093,-0.0089,0.0012,0,0,True,639.766978269431,478.555116793836,.\Image\Alignment\2017\01\20\08.29.54 489\Head1.jpg,True,642.48295655526,479.625696404187,.\Image\Alignment\2017\01\20\08.29.54 489\Head2.jpg,True,642.381924572183,479.100162682452,.\Image\Alignment\2017\01\20\08.29.54 489\Head3.jpg,True,639.685980208151,478.362423954592,.\Image\Alignment\2017\01\20\08.29.54 489\Head4.jpg
2017.01.20 08:34:01 660,TFT_SIDE5.46,0,RETRY,-0.3151,-0.1128,-0.2441,-0.3934,0.2158,0.01783,True,755.679526930714,563.382405134461,.\Image\Alignment\2017\01\20\08.34.01 660\Head1.jpg,True,756.751572228109,547.941654019136,.\Image\Alignment\2017\01\20\08.34.01 660\Head2.jpg,True,791.44066653612,501.059614967752,.\Image\Alignment\2017\01\20\08.34.01 660\Head3.jpg,True,775.958839863871,512.102920032242,.\Image\Alignment\2017\01\20\08.34.01 660\Head4.jpg
2017.01.20 08:34:03 445,TFT_SIDE5.46,0,RETRY,0.0035,-0.2093,-0.2096,0.003,-0.0142,0.00063,True,640.185114974636,477.123547967286,.\Image\Alignment\2017\01\20\08.34.03 445\Head1.jpg,True,696.261357306659,477.48627603866,.\Image\Alignment\2017\01\20\08.34.03 445\Head2.jpg,True,696.297659233942,477.326760083446,.\Image\Alignment\2017\01\20\08.34.03 445\Head3.jpg,True,640.324666884404,475.303864603392,.\Image\Alignment\2017\01\20\08.34.03 445\Head4.jpg
